"long","lat","group","order","region","subregion"
-96.4402542114258,42.4733619689941,14,3736,"iowa",NA
-96.4689025878906,42.5077400207520,14,3737,"iowa",NA
-96.4689025878906,42.5306549072266,14,3738,"iowa",NA
-96.4689025878906,42.5478477478027,14,3739,"iowa",NA
-96.4746322631836,42.5707626342773,14,3740,"iowa",NA
-96.5605773925781,42.6681671142578,14,3741,"iowa",NA
-96.58349609375,42.6853561401367,14,3742,"iowa",NA
-96.6064147949219,42.7025451660156,14,3743,"iowa",NA
-96.6064147949219,42.7369194030762,14,3744,"iowa",NA
-96.594955444336,42.7770271301270,14,3745,"iowa",NA
-96.5605773925781,42.817138671875,14,3746,"iowa",NA
-96.5204696655273,42.8744316101074,14,3747,"iowa",NA
-96.5204696655273,42.9030799865723,14,3748,"iowa",NA
-96.5204696655273,42.9259986877441,14,3749,"iowa",NA
-96.4975509643555,42.9431838989258,14,3750,"iowa",NA
-96.4975509643555,42.9832916259766,14,3751,"iowa",NA
-96.4975509643555,43.0119400024414,14,3752,"iowa",NA
-96.5147399902344,43.0291290283203,14,3753,"iowa",NA
-96.4459838867188,43.0520477294922,14,3754,"iowa",NA
-96.4402542114258,43.080696105957,14,3755,"iowa",NA
-96.4345245361328,43.1036148071289,14,3756,"iowa",NA
-96.4345245361328,43.1208038330078,14,3757,"iowa",NA
-96.4402542114258,43.1494483947754,14,3758,"iowa",NA
-96.4517135620117,43.1781005859375,14,3759,"iowa",NA
-96.4574508666992,43.2010192871094,14,3760,"iowa",NA
-96.4689025878906,43.218204498291,14,3761,"iowa",NA
-96.4975509643555,43.2239379882812,14,3762,"iowa",NA
-96.5319290161133,43.2239379882812,14,3763,"iowa",NA
-96.5548477172852,43.2353935241699,14,3764,"iowa",NA
-96.5605773925781,43.2583122253418,14,3765,"iowa",NA
-96.572036743164,43.2812309265137,14,3766,"iowa",NA
-96.5548477172852,43.2984199523926,14,3767,"iowa",NA
-96.5319290161133,43.3098793029785,14,3768,"iowa",NA
-96.5147399902344,43.3385276794434,14,3769,"iowa",NA
-96.5090103149414,43.3786354064941,14,3770,"iowa",NA
-96.5376586914062,43.3958206176758,14,3771,"iowa",NA
-96.572036743164,43.4244728088379,14,3772,"iowa",NA
-96.594955444336,43.4531211853027,14,3773,"iowa",NA
-96.58349609375,43.4989547729492,14,3774,"iowa",NA
-96.4287948608398,43.4932289123535,14,3775,"iowa",NA
-96.0449142456055,43.4989547729492,14,3776,"iowa",NA
-95.8615646362305,43.5046844482422,14,3777,"iowa",NA
-95.4662322998047,43.5046844482422,14,3778,"iowa",NA
-95.3917388916016,43.5046844482422,14,3779,"iowa",NA
-94.9161911010742,43.5046844482422,14,3780,"iowa",NA
-94.8646240234375,43.5046844482422,14,3781,"iowa",NA
-94.4520874023438,43.5046844482422,14,3782,"iowa",NA
-94.2630157470703,43.5046844482422,14,3783,"iowa",NA
-93.9765396118164,43.5104141235352,14,3784,"iowa",NA
-93.6442260742188,43.5104141235352,14,3785,"iowa",NA
-93.4952545166016,43.5104141235352,14,3786,"iowa",NA
-93.0598068237305,43.5104141235352,14,3787,"iowa",NA
-93.0254287719727,43.5104141235352,14,3788,"iowa",NA
-92.5498733520508,43.5104141235352,14,3789,"iowa",NA
-92.4581985473633,43.5046844482422,14,3790,"iowa",NA
-92.0800476074219,43.5046844482422,14,3791,"iowa",NA
-91.7248153686523,43.5104141235352,14,3792,"iowa",NA
-91.6044921875,43.5104141235352,14,3793,"iowa",NA
-91.2263412475586,43.4989547729492,14,3794,"iowa",NA
